Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,Brand,Category,Intent,Has_Local_Modifier
shipping container dimensions internal,7,7,140,14,0.25,https://www.royalwolf.com.au/storage-containers,0,0.0,0,0.11,10600000,"66,66,80,66,66,66,100,66,52,52,100,42",2025-09-08,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal wolf perth,8,8,140,21,1.45,https://www.royalwolf.com.au/self-storage,0,0.0,0,0.29,2000000,"80,80,100,80,65,34,34,26,53,26,26,34",2025-09-09,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,True
container room,8,8,140,12,0.54,https://www.royalwolf.com.au/product/container-housing,3,0.01,1,1.0,581000000,"100,80,66,66,52,66,80,52,33,33,66,80",2025-09-10,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal workshops,8,8,140,19,0.0,https://www.royalwolf.com.au/product/workshops,3,0.01,0,0.04,63000000,"42,80,52,52,52,66,66,66,52,100,66,66",2025-09-03,"Sitelinks, Video, Image, Related searches",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
internal dimensions 20ft container,8,8,140,21,0.25,https://www.royalwolf.com.au/storage-containers,3,0.01,0,0.05,481000,"100,53,53,7,10,17,12,2,17,12,66,43",2025-12-10,"Image pack, Video, Image, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
containers for sale melbourne,8,8,140,8,3.14,https://www.royalwolf.com.au/offices/melbourne-clayton,0,0.0,0,0.97,10,"28,23,23,17,12,17,28,23,43,43,82,82",2025-11-19,"Image pack, Sitelinks, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
storage container prices,8,8,140,19,2.26,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,1,0.0,2,0.18,121000000,"66,80,80,80,66,80,66,23,33,42,100,33",2025-08-22,"Image pack, Video, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
royal wolf shipping containers melbourne,8,8,140,16,0.0,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.14,10,"100,52,66,66,52,66,52,66,66,66,80,66",2025-11-15,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
portable storage and moving pods,9,9,140,17,1.22,https://www.royalwolf.com.au/relocations,3,0.01,3,1.0,10,"52,66,52,66,100,80,52,52,80,80,33,42",2025-11-07,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container door,9,9,140,6,1.48,https://www.royalwolf.com.au/product/doors,0,0.0,0,0.79,54100000,"52,64,100,64,100,82,64,100,100,100,100,100",2025-12-02,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container ramp,9,7,140,3,1.39,https://www.royalwolf.com.au/product/ramps,0,0.0,0,1.0,6010000,"42,34,26,26,42,42,42,53,34,42,100,100",2025-12-21,"Image pack, Video, Image, Video Carousel, Popular products, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container locks,9,9,140,0,0.89,https://www.royalwolf.com.au/product/padlocks,2,0.01,1,1.0,11100000,"42,53,53,26,80,26,34,34,34,34,100,53",2025-09-01,"Image pack, Sitelinks, Video, Popular products, Related searches","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
on site storage containers,9,9,140,6,4.36,https://www.royalwolf.com.au/building-construction,3,0.01,13,0.55,212000000,"15,19,15,19,42,26,34,100,80,53,80,100",2025-12-17,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
20ft container dimensions inside,9,9,140,22,0.29,https://www.royalwolf.com.au/storage-containers,2,0.01,0,0.05,839000,"80,53,100,65,53,42,80,15,34,19,11,26",2025-09-06,"Image pack, Video, Image, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
containers for sale brisbane,9,9,140,11,2.91,https://www.royalwolf.com.au/offices/brisbane-banyo,0,0.0,0,1.0,5170000,"34,43,43,34,53,43,34,53,53,43,65,53",2025-12-08,"Local pack, Sitelinks, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf perth,10,10,140,21,1.45,https://www.royalwolf.com.au/keeping-pedestrians-safe-in-capital-square-western-australia,0,0.0,0,0.29,2000000,"80,80,100,80,65,34,34,26,53,26,26,34",2025-09-09,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,True
40 foot container cost,10,10,140,14,1.21,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.41,9,"15,11,19,26,80,19,34,80,100,100,53,65",2025-11-18,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
container door,10,10,140,14,3.52,https://www.royalwolf.com.au/product/doors,0,0.0,0,0.57,221000000,"66,66,80,80,66,66,66,52,66,66,66,52",2025-09-01,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
containers for sale near me,10,10,140,43,2.32,https://www.royalwolf.com.au/,0,0.0,0,0.81,119000000,"42,52,33,42,52,66,52,80,66,100,66,80",2025-08-26,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
container storage perth,10,10,140,23,4.31,https://www.royalwolf.com.au/self-storage,1,0.0,4,0.59,8960000,"42,42,53,53,53,34,42,53,65,80,80,80",2025-08-21,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
shipping containers near me,10,10,140,22,3.12,https://www.royalwolf.com.au/,0,0.0,0,0.37,115000000,"52,66,52,66,52,66,66,42,80,66,100,66",2025-09-02,"Local pack, Image pack, Video, Image, People also ask, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
storage in newcastle,11,11,140,30,2.76,https://www.royalwolf.com.au/product/self-storage-newcastle,0,0.0,0,0.9,66700000,"53,100,26,26,42,26,26,53,53,53,80,80",2025-12-20,"Knowledge panel, Sitelinks, Image, Ads bottom, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
shipping container dimensions in meters,11,11,140,15,0.3,https://www.royalwolf.com.au/storage-containers,0,0.0,0,0.14,28000000,"80,66,66,9,52,66,100,66,80,100,100,80",2025-09-08,"Image pack, Video, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
sea container for sale perth wa,11,11,140,21,2.32,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,2,0.01,4,0.83,450000,"33,52,42,33,23,66,80,80,66,80,80,80",2025-09-05,"Local pack, Image pack, Sitelinks, Video, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf shipping containers melbourne,11,11,140,16,0.0,https://www.royalwolf.com.au/offices/melbourne-geelong,0,0.0,0,0.14,10,"100,52,66,66,52,66,52,66,66,66,80,66",2025-11-15,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
storage sheds rockhampton,11,11,140,17,4.17,https://www.royalwolf.com.au/product/self-storage-rockhampton,0,0.0,0,0.79,93,"66,66,66,52,52,42,52,80,52,100,52,66",2025-09-10,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container for storage,12,12,140,39,2.99,https://www.royalwolf.com.au/self-storage,0,0.0,0,0.64,102000000,"100,23,28,5,28,23,23,28,17,35,53,53",2025-12-15,"Sitelinks, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
site sheds,12,12,140,11,1.71,https://www.royalwolf.com.au/building-construction,0,0.0,0,0.99,8,"18,22,22,18,29,22,29,22,29,35,54,54",2025-11-24,"Local pack, Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
refrigerated shipping container for sale,12,12,140,4,1.56,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.55,6440000,"5,6,5,5,6,5,4,15,9,6,54,100",2025-12-08,"Video, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
sea containers perth,12,12,140,39,4.14,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.42,2270000,"53,34,34,42,53,34,53,65,80,80,80,100",2025-08-25,"Local pack, Image pack, Sitelinks, Video, Image, Related searches, See results about",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
united hire,12,12,140,22,1.53,https://www.royalwolf.com.au/client-j-Brands,0,0.0,0,0.46,514000000,"82,64,52,41,52,64,82,100,100,82,100,100",2025-12-03,"Sitelinks, Image, Ads bottom, Related searches","commercial, navigational",Organic,Royal Wolf,Uncategorized,Transactional,False
40ft shipping container price australia,13,13,140,7,1.06,https://www.royalwolf.com.au/product/40ft-shipping-containers,0,0.0,0,0.5,728000,"66,66,52,42,42,66,100,80,80,80,80,66",2025-09-10,"Image pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
storage containers service,13,13,140,29,0.0,https://www.royalwolf.com.au/,0,0.0,0,0.0,229000000,"18,18,100,18,43,0,43,0,18,18,66,0",2025-08-28,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
20 ft containers for sale near me,13,17,140,11,1.98,https://www.royalwolf.com.au/product/20ft-shipping-containers,0,0.0,0,0.97,40600000,"21,34,21,15,28,81,28,100,81,53,65,9",2025-12-20,"Local pack, Sitelinks, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf perth,14,14,140,21,1.45,https://www.royalwolf.com.au/shipping-containers,0,0.0,0,0.29,2000000,"80,80,100,80,65,34,34,26,53,26,26,34",2025-09-09,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,True
shipping container hire qld,14,14,140,35,3.52,https://www.royalwolf.com.au/,0,0.0,0,0.57,107000,"11,11,11,11,18,11,11,44,100,35,11,11",2025-12-20,"Local pack, Sitelinks, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,True
container shipping containers,14,14,140,59,1.87,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.72,76400000,"5,6,6,5,5,100,28,15,28,18,28,18",2025-09-05,"Local pack, Image pack, Sitelinks, Video Carousel, People also ask, Related searches, See results about","commercial, informational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container storage melbourne,14,14,140,17,3.33,https://www.royalwolf.com.au/,0,0.0,0,0.63,5100000,"23,17,17,17,28,12,28,28,28,12,100,100",2025-12-14,"Local pack, Ads bottom, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
storage container rent,14,14,140,18,3.63,https://www.royalwolf.com.au/,0,0.0,0,0.41,27300000,"4,4,4,10,18,22,29,35,100,29,43,54",2025-12-06,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
shipping containers for sale perth,15,15,140,33,2.34,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.68,1850000,"42,53,42,42,53,42,65,53,65,65,80,53",2025-09-06,"Local pack, Image pack, Sitelinks, Video, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
cairns self storage,15,15,140,23,1.65,https://www.royalwolf.com.au/product/self-storage-cairns,0,0.0,0,0.4,8460000,"23,28,43,35,35,28,100,35,35,28,35,35",2025-11-26,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
elite container storage,15,15,140,15,3.16,https://www.royalwolf.com.au/self-storage,0,0.0,0,0.2,83,"53,42,53,53,65,53,53,65,42,80,100,53",2025-08-22,"Local pack, Image pack, Sitelinks, Video, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal wolf shipping containers melbourne,15,15,140,16,0.0,https://www.royalwolf.com.au/showcase-royal-wolf-melbourne-hq,0,0.0,0,0.14,10,"100,52,66,66,52,66,52,66,66,66,80,66",2025-11-15,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
20ft shipping container prices australia,16,16,140,6,1.27,https://www.royalwolf.com.au/product/20ft-shipping-containers,0,0.0,0,0.9,400000,"52,33,52,80,80,66,66,66,80,66,100,100",2025-11-07,"Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
shower toilet block,16,16,140,0,0.95,https://www.royalwolf.com.au/product/portable-toilets-showers,0,0.0,0,0.94,82900000,"0,80,80,80,66,66,100,66,80,80,66,52",2025-09-02,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic,Royal Wolf,Uncategorized,Informational,False
cairns self storage sheds,16,16,140,9,1.69,https://www.royalwolf.com.au/product/self-storage-cairns,0,0.0,0,0.53,10,"34,43,34,43,43,28,100,34,34,34,21,53",2025-11-07,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
20 ft shipping container for sale,16,16,140,6,2.08,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.96,16900000,"21,15,21,15,28,28,28,34,100,53,81,81",2025-12-05,"Local pack, Sitelinks, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
10ft shipping containers for sale,16,16,140,5,1.66,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.6,1440000,"42,42,42,34,34,26,65,34,42,80,100,80",2025-09-11,"Local pack, Image pack, Video, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf perth,17,17,140,21,1.45,https://www.royalwolf.com.au/clearance/bar-fridges-perth-various-units-available,0,0.0,0,0.29,2000000,"80,80,100,80,65,34,34,26,53,26,26,34",2025-09-09,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,True
shipping container hire brisbane,17,17,140,28,4.61,https://www.royalwolf.com.au/offices/brisbane-banyo,0,0.0,0,0.18,459000,"21,21,15,21,43,15,43,28,28,65,100,65",2025-09-03,"Local pack, Image pack, Sitelinks, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,True
temporary toilet hire,17,17,140,12,1.85,https://www.royalwolf.com.au/product/portable-toilets-showers,0,0.0,0,0.57,8240000,"28,23,28,17,17,28,35,28,28,23,100,100",2025-12-09,"Local pack, Sitelinks, Related searches",commercial,Organic,Royal Wolf,Uncategorized,Transactional,False
shipping container adelaide,17,17,140,17,3.04,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.85,3950000,"28,23,23,17,28,23,23,23,28,28,100,100",2025-12-20,"Local pack, Video, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
shipping containers hobart tasmania,18,18,140,12,2.45,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.39,90400,"34,28,28,53,65,100,34,21,43,43,34,34",2025-11-04,"Local pack, Sitelinks, Video, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
refridgerated,18,18,140,26,2.41,https://www.royalwolf.com.au/refrigerated-containers,0,0.0,0,0.09,10,"2,2,5,4,3,7,7,4,10,10,5,8",2025-11-14,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches, See results about",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
